TXN_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,AMOUNT,CONDITIONS
TXN_167,101_ZNV,51_JLV,2000,125_HCG__HAS__2000____AND____104_FDK__HAS__2000____AND____95_DOS__HAS__2000____AND____0_JWV__HAS__2000
TXN_168,57_RFY,68_FNN,2000,86_HAN__HAS__2000____AND____47_HLR__HAS__2000____AND____19_RBS__HAS__2000____AND____120_PJV__HAS__2000
TXN_169,44_OAR,57_RFY,2000,41_EFJ__HAS__2000____AND____69_AXX__HAS__2000____AND____47_HLR__HAS__2000____AND____119_JJD__HAS__2000
TXN_170,29_FJS,13_DZH,2000,115_YCH__HAS__2000____AND____89_JVF__HAS__2000____AND____149_IRS__HAS__2000____AND____89_JVF__HAS__2000
TXN_171,118_YRC,116_PBT,2000,108_AFM__HAS__2000____AND____6_WYD__HAS__2000____AND____1_IPT__HAS__2000____AND____21_IKM__HAS__2000
TXN_172,36_KYH,41_EFJ,2000,94_TCZ__HAS__2000____AND____147_DPQ__HAS__2000____AND____25_MTU__HAS__2000____AND____5_BVL__HAS__2000
TXN_173,82_ZHE,139_TCF,2000,148_IJO__HAS__2000____AND____103_MQB__HAS__2000____AND____59_WYG__HAS__2000____AND____73_SOR__HAS__2000
TXN_174,146_ARD,48_DOQ,2000,53_ORV__HAS__2000____AND____26_ITM__HAS__2000____AND____131_QFY__HAS__2000____AND____119_JJD__HAS__2000
TXN_175,75_FJL,71_KNE,2000,28_JOP__HAS__2000____AND____13_DZH__HAS__2000____AND____80_AGA__HAS__2000____AND____32_ZRK__HAS__2000
TXN_176,145_RTF,127_IDC,2000,100_LNA__HAS__2000____AND____15_UXV__HAS__2000____AND____3_IQZ__HAS__2000____AND____60_DES__HAS__2000
TXN_177,86_HAN,135_IEX,2000,59_WYG__HAS__2000____AND____143_OFP__HAS__2000____AND____6_WYD__HAS__2000____AND____65_LSF__HAS__2000
TXN_178,87_UNH,123_ZOQ,2000,95_DOS__HAS__2000____AND____24_ARW__HAS__2000____AND____125_HCG__HAS__2000____AND____66_LFR__HAS__2000
TXN_179,65_LSF,55_GLU,2000,73_SOR__HAS__2000____AND____27_XGG__HAS__2000____AND____18_UJZ__HAS__2000____AND____37_YXJ__HAS__2000
TXN_180,89_JVF,125_HCG,2000,147_DPQ__HAS__2000____AND____10_THM__HAS__2000____AND____12_GXN__HAS__2000____AND____37_YXJ__HAS__2000
TXN_181,66_LFR,38_PGB,2000,39_UHR__HAS__2000____AND____16_MLG__HAS__2000____AND____117_IFB__HAS__2000____AND____79_MCW__HAS__2000
TXN_182,56_MYD,31_SWH,2000,137_RXT__HAS__2000____AND____80_AGA__HAS__2000____AND____25_MTU__HAS__2000____AND____91_TXH__HAS__2000
TXN_183,83_UZX,132_NOO,2000,86_HAN__HAS__2000____AND____47_HLR__HAS__2000____AND____123_ZOQ__HAS__2000____AND____87_UNH__HAS__2000
TXN_184,95_DOS,5_BVL,2000,41_EFJ__HAS__2000____AND____37_YXJ__HAS__2000____AND____26_ITM__HAS__2000____AND____27_XGG__HAS__2000
TXN_185,66_LFR,64_UTW,2000,0_JWV__HAS__2000____AND____12_GXN__HAS__2000____AND____110_MQJ__HAS__2000____AND____54_FAC__HAS__2000
TXN_186,41_EFJ,149_IRS,2000,97_DYK__HAS__2000____AND____73_SOR__HAS__2000____AND____33_JQD__HAS__2000____AND____93_PES__HAS__2000
TXN_187,121_NFH,38_PGB,2000,10_THM__HAS__2000____AND____41_EFJ__HAS__2000____AND____129_YBK__HAS__2000____AND____84_ICV__HAS__2000
TXN_188,27_XGG,38_PGB,2000,88_SXE__HAS__2000____AND____92_DSS__HAS__2000____AND____70_JAV__HAS__2000____AND____138_UBS__HAS__2000
TXN_189,128_BPL,6_WYD,2000,4_KSG__HAS__2000____AND____131_QFY__HAS__2000____AND____75_FJL__HAS__2000____AND____133_OKO__HAS__2000
TXN_190,110_MQJ,122_BLV,2000,98_TZA__HAS__2000____AND____101_ZNV__HAS__2000____AND____32_ZRK__HAS__2000____AND____108_AFM__HAS__2000
TXN_191,9_GTN,119_JJD,2000,68_FNN__HAS__2000____AND____50_WJR__HAS__2000____AND____69_AXX__HAS__2000____AND____141_CBY__HAS__2000
TXN_192,101_ZNV,84_ICV,2000,81_QSZ__HAS__2000____AND____57_RFY__HAS__2000____AND____86_HAN__HAS__2000____AND____89_JVF__HAS__2000
TXN_193,129_YBK,101_ZNV,2000,83_UZX__HAS__2000____AND____14_JSK__HAS__2000____AND____113_SOY__HAS__2000____AND____49_YWS__HAS__2000
TXN_194,53_ORV,41_EFJ,2000,70_JAV__HAS__2000____AND____100_LNA__HAS__2000____AND____94_TCZ__HAS__2000____AND____92_DSS__HAS__2000
TXN_195,29_FJS,45_HWF,2000,87_UNH__HAS__2000____AND____116_PBT__HAS__2000____AND____126_VLV__HAS__2000____AND____139_TCF__HAS__2000
TXN_196,77_MDP,126_VLV,2000,139_TCF__HAS__2000____AND____135_IEX__HAS__2000____AND____49_YWS__HAS__2000____AND____77_MDP__HAS__2000
TXN_197,83_UZX,131_QFY,2000,48_DOQ__HAS__2000____AND____50_WJR__HAS__2000____AND____127_IDC__HAS__2000____AND____68_FNN__HAS__2000
TXN_198,38_PGB,44_OAR,2000,23_FEM__HAS__2000____AND____93_PES__HAS__2000____AND____110_MQJ__HAS__2000____AND____58_IEQ__HAS__2000
TXN_199,147_DPQ,67_NFR,2000,139_TCF__HAS__2000____AND____67_NFR__HAS__2000____AND____55_GLU__HAS__2000____AND____136_MFQ__HAS__2000
TXN_200,51_JLV,74_JEM,2000,16_MLG__HAS__2000____AND____41_EFJ__HAS__2000____AND____132_NOO__HAS__2000____AND____75_FJL__HAS__2000
TXN_201,69_AXX,139_TCF,2000,122_BLV__HAS__2000____AND____140_LAS__HAS__2000____AND____18_UJZ__HAS__2000____AND____89_JVF__HAS__2000
TXN_202,142_MHE,72_KOR,2000,81_QSZ__HAS__2000____AND____3_IQZ__HAS__2000____AND____63_FJH__HAS__2000____AND____134_XZN__HAS__2000
TXN_203,126_VLV,48_DOQ,2000,11_ARY__HAS__2000____AND____29_FJS__HAS__2000____AND____49_YWS__HAS__2000____AND____108_AFM__HAS__2000
TXN_204,32_ZRK,3_IQZ,2000,112_BZY__HAS__2000____AND____18_UJZ__HAS__2000____AND____119_JJD__HAS__2000____AND____9_GTN__HAS__2000
TXN_205,119_JJD,57_RFY,2000,91_TXH__HAS__2000____AND____125_HCG__HAS__2000____AND____78_DNW__HAS__2000____AND____80_AGA__HAS__2000
TXN_206,26_ITM,136_MFQ,2000,44_OAR__HAS__2000____AND____67_NFR__HAS__2000____AND____47_HLR__HAS__2000____AND____115_YCH__HAS__2000
TXN_207,51_JLV,12_GXN,2000,102_YSD__HAS__2000____AND____44_OAR__HAS__2000____AND____93_PES__HAS__2000____AND____71_KNE__HAS__2000
TXN_208,0_JWV,46_ZGB,2000,145_RTF__HAS__2000____AND____149_IRS__HAS__2000____AND____34_XIX__HAS__2000____AND____141_CBY__HAS__2000
TXN_209,69_AXX,75_FJL,2000,63_FJH__HAS__2000____AND____87_UNH__HAS__2000____AND____84_ICV__HAS__2000____AND____57_RFY__HAS__2000
TXN_210,129_YBK,144_KHH,2000,126_VLV__HAS__2000____AND____65_LSF__HAS__2000____AND____105_JEI__HAS__2000____AND____99_LYW__HAS__2000
TXN_211,29_FJS,121_NFH,2000,53_ORV__HAS__2000____AND____43_UCQ__HAS__2000____AND____5_BVL__HAS__2000____AND____123_ZOQ__HAS__2000
TXN_212,18_UJZ,94_TCZ,2000,96_OFJ__HAS__2000____AND____116_PBT__HAS__2000____AND____89_JVF__HAS__2000____AND____126_VLV__HAS__2000
TXN_213,138_UBS,119_JJD,2000,24_ARW__HAS__2000____AND____17_ACU__HAS__2000____AND____124_SQC__HAS__2000____AND____116_PBT__HAS__2000
TXN_214,122_BLV,80_AGA,2000,58_IEQ__HAS__2000____AND____68_FNN__HAS__2000____AND____30_DOB__HAS__2000____AND____135_IEX__HAS__2000
TXN_215,91_TXH,106_FOS,2000,72_KOR__HAS__2000____AND____103_MQB__HAS__2000____AND____55_GLU__HAS__2000____AND____18_UJZ__HAS__2000
TXN_216,83_UZX,110_MQJ,2000,131_QFY__HAS__2000____AND____4_KSG__HAS__2000____AND____13_DZH__HAS__2000____AND____69_AXX__HAS__2000
TXN_217,124_SQC,5_BVL,2000,68_FNN__HAS__2000____AND____64_UTW__HAS__2000____AND____129_YBK__HAS__2000____AND____57_RFY__HAS__2000
TXN_218,149_IRS,48_DOQ,2000,76_AKV__HAS__2000____AND____91_TXH__HAS__2000____AND____148_IJO__HAS__2000____AND____27_XGG__HAS__2000
TXN_219,43_UCQ,15_UXV,2000,13_DZH__HAS__2000____AND____61_KML__HAS__2000____AND____53_ORV__HAS__2000____AND____85_YTB__HAS__2000
TXN_220,86_HAN,26_ITM,2000,99_LYW__HAS__2000____AND____64_UTW__HAS__2000____AND____0_JWV__HAS__2000____AND____106_FOS__HAS__2000
TXN_221,42_XEZ,49_YWS,2000,1_IPT__HAS__2000____AND____60_DES__HAS__2000____AND____12_GXN__HAS__2000____AND____27_XGG__HAS__2000
TXN_222,90_JQN,13_DZH,2000,85_YTB__HAS__2000____AND____93_PES__HAS__2000____AND____61_KML__HAS__2000____AND____3_IQZ__HAS__2000
TXN_223,137_RXT,18_UJZ,2000,32_ZRK__HAS__2000____AND____4_KSG__HAS__2000____AND____41_EFJ__HAS__2000____AND____21_IKM__HAS__2000
TXN_224,60_DES,87_UNH,2000,14_JSK__HAS__2000____AND____30_DOB__HAS__2000____AND____20_KAH__HAS__2000____AND____66_LFR__HAS__2000
TXN_225,149_IRS,0_JWV,2000,33_JQD__HAS__2000____AND____45_HWF__HAS__2000____AND____24_ARW__HAS__2000____AND____91_TXH__HAS__2000
TXN_226,129_YBK,87_UNH,2000,38_PGB__HAS__2000____AND____45_HWF__HAS__2000____AND____112_BZY__HAS__2000____AND____3_IQZ__HAS__2000
TXN_227,81_QSZ,39_UHR,2000,22_AYL__HAS__2000____AND____119_JJD__HAS__2000____AND____23_FEM__HAS__2000____AND____68_FNN__HAS__2000
TXN_228,142_MHE,82_ZHE,2000,143_OFP__HAS__2000____AND____49_YWS__HAS__2000____AND____66_LFR__HAS__2000____AND____14_JSK__HAS__2000
TXN_229,89_JVF,92_DSS,2000,35_DAX__HAS__2000____AND____127_IDC__HAS__2000____AND____149_IRS__HAS__2000____AND____113_SOY__HAS__2000
TXN_230,139_TCF,134_XZN,2000,75_FJL__HAS__2000____AND____48_DOQ__HAS__2000____AND____37_YXJ__HAS__2000____AND____77_MDP__HAS__2000
TXN_231,126_VLV,43_UCQ,2000,134_XZN__HAS__2000____AND____30_DOB__HAS__2000____AND____77_MDP__HAS__2000____AND____135_IEX__HAS__2000
TXN_232,114_HKS,144_KHH,2000,97_DYK__HAS__2000____AND____109_TJA__HAS__2000____AND____26_ITM__HAS__2000____AND____141_CBY__HAS__2000
TXN_233,5_BVL,1_IPT,2000,35_DAX__HAS__2000____AND____4_KSG__HAS__2000____AND____8_OJQ__HAS__2000____AND____78_DNW__HAS__2000
TXN_234,49_YWS,135_IEX,2000,18_UJZ__HAS__2000____AND____118_YRC__HAS__2000____AND____45_HWF__HAS__2000____AND____145_RTF__HAS__2000
TXN_235,18_UJZ,76_AKV,2000,100_LNA__HAS__2000____AND____4_KSG__HAS__2000____AND____89_JVF__HAS__2000____AND____122_BLV__HAS__2000
TXN_236,91_TXH,118_YRC,2000,91_TXH__HAS__2000____AND____31_SWH__HAS__2000____AND____87_UNH__HAS__2000____AND____34_XIX__HAS__2000
TXN_237,71_KNE,63_FJH,2000,38_PGB__HAS__2000____AND____44_OAR__HAS__2000____AND____139_TCF__HAS__2000____AND____136_MFQ__HAS__2000
TXN_238,16_MLG,126_VLV,2000,142_MHE__HAS__2000____AND____74_JEM__HAS__2000____AND____14_JSK__HAS__2000____AND____77_MDP__HAS__2000
TXN_239,30_DOB,104_FDK,2000,65_LSF__HAS__2000____AND____93_PES__HAS__2000____AND____97_DYK__HAS__2000____AND____62_AQR__HAS__2000
TXN_240,15_UXV,114_HKS,2000,74_JEM__HAS__2000____AND____71_KNE__HAS__2000____AND____123_ZOQ__HAS__2000____AND____6_WYD__HAS__2000
TXN_241,69_AXX,51_JLV,2000,68_FNN__HAS__2000____AND____41_EFJ__HAS__2000____AND____55_GLU__HAS__2000____AND____73_SOR__HAS__2000
TXN_242,101_ZNV,129_YBK,2000,33_JQD__HAS__2000____AND____108_AFM__HAS__2000____AND____119_JJD__HAS__2000____AND____125_HCG__HAS__2000
TXN_243,73_SOR,83_UZX,2000,91_TXH__HAS__2000____AND____111_UFQ__HAS__2000____AND____52_DUS__HAS__2000____AND____5_BVL__HAS__2000
TXN_244,87_UNH,38_PGB,2000,129_YBK__HAS__2000____AND____107_WHJ__HAS__2000____AND____122_BLV__HAS__2000____AND____119_JJD__HAS__2000
TXN_245,21_IKM,20_KAH,2000,93_PES__HAS__2000____AND____121_NFH__HAS__2000____AND____121_NFH__HAS__2000____AND____42_XEZ__HAS__2000
TXN_246,84_ICV,85_YTB,2000,67_NFR__HAS__2000____AND____116_PBT__HAS__2000____AND____102_YSD__HAS__2000____AND____117_IFB__HAS__2000
TXN_247,3_IQZ,134_XZN,2000,62_AQR__HAS__2000____AND____143_OFP__HAS__2000____AND____38_PGB__HAS__2000____AND____24_ARW__HAS__2000
TXN_248,58_IEQ,45_HWF,2000,9_GTN__HAS__2000____AND____71_KNE__HAS__2000____AND____66_LFR__HAS__2000____AND____76_AKV__HAS__2000
TXN_249,15_UXV,70_JAV,2000,2_FUE__HAS__2000____AND____117_IFB__HAS__2000____AND____22_AYL__HAS__2000____AND____10_THM__HAS__2000
TXN_250,128_BPL,137_RXT,2000,4_KSG__HAS__2000____AND____125_HCG__HAS__2000____AND____92_DSS__HAS__2000____AND____44_OAR__HAS__2000
TXN_251,12_GXN,84_ICV,2000,130_TJM__HAS__2000____AND____32_ZRK__HAS__2000____AND____149_IRS__HAS__2000____AND____79_MCW__HAS__2000
TXN_252,37_YXJ,53_ORV,2000,92_DSS__HAS__2000____AND____31_SWH__HAS__2000____AND____67_NFR__HAS__2000____AND____9_GTN__HAS__2000
TXN_253,106_FOS,13_DZH,2000,30_DOB__HAS__2000____AND____116_PBT__HAS__2000____AND____2_FUE__HAS__2000____AND____91_TXH__HAS__2000
TXN_254,147_DPQ,10_THM,2000,80_AGA__HAS__2000____AND____29_FJS__HAS__2000____AND____31_SWH__HAS__2000____AND____35_DAX__HAS__2000
TXN_255,125_HCG,125_HCG,2000,30_DOB__HAS__2000____AND____141_CBY__HAS__2000____AND____13_DZH__HAS__2000____AND____20_KAH__HAS__2000
TXN_256,37_YXJ,45_HWF,2000,145_RTF__HAS__2000____AND____139_TCF__HAS__2000____AND____70_JAV__HAS__2000____AND____5_BVL__HAS__2000
TXN_257,100_LNA,131_QFY,2000,2_FUE__HAS__2000____AND____89_JVF__HAS__2000____AND____129_YBK__HAS__2000____AND____1_IPT__HAS__2000
TXN_258,116_PBT,42_XEZ,2000,45_HWF__HAS__2000____AND____26_ITM__HAS__2000____AND____27_XGG__HAS__2000____AND____33_JQD__HAS__2000
TXN_259,98_TZA,43_UCQ,2000,130_TJM__HAS__2000____AND____51_JLV__HAS__2000____AND____99_LYW__HAS__2000____AND____68_FNN__HAS__2000
TXN_260,96_OFJ,62_AQR,2000,4_KSG__HAS__2000____AND____121_NFH__HAS__2000____AND____67_NFR__HAS__2000____AND____31_SWH__HAS__2000
TXN_261,26_ITM,45_HWF,2000,71_KNE__HAS__2000____AND____92_DSS__HAS__2000____AND____119_JJD__HAS__2000____AND____13_DZH__HAS__2000
TXN_262,32_ZRK,125_HCG,2000,147_DPQ__HAS__2000____AND____15_UXV__HAS__2000____AND____148_IJO__HAS__2000____AND____114_HKS__HAS__2000
TXN_263,41_EFJ,41_EFJ,2000,22_AYL__HAS__2000____AND____146_ARD__HAS__2000____AND____34_XIX__HAS__2000____AND____147_DPQ__HAS__2000
TXN_264,7_LSB,73_SOR,2000,93_PES__HAS__2000____AND____138_UBS__HAS__2000____AND____130_TJM__HAS__2000____AND____132_NOO__HAS__2000
TXN_265,45_HWF,39_UHR,2000,14_JSK__HAS__2000____AND____126_VLV__HAS__2000____AND____22_AYL__HAS__2000____AND____53_ORV__HAS__2000
TXN_266,17_ACU,129_YBK,2000,130_TJM__HAS__2000____AND____30_DOB__HAS__2000____AND____68_FNN__HAS__2000____AND____77_MDP__HAS__2000
TXN_267,33_JQD,85_YTB,2000,73_SOR__HAS__2000____AND____62_AQR__HAS__2000____AND____3_IQZ__HAS__2000____AND____30_DOB__HAS__2000
TXN_268,147_DPQ,35_DAX,2000,66_LFR__HAS__2000____AND____96_OFJ__HAS__2000____AND____84_ICV__HAS__2000____AND____50_WJR__HAS__2000
TXN_269,64_UTW,55_GLU,2000,22_AYL__HAS__2000____AND____81_QSZ__HAS__2000____AND____127_IDC__HAS__2000____AND____55_GLU__HAS__2000
TXN_270,119_JJD,15_UXV,2000,146_ARD__HAS__2000____AND____64_UTW__HAS__2000____AND____60_DES__HAS__2000____AND____143_OFP__HAS__2000
TXN_271,29_FJS,54_FAC,2000,58_IEQ__HAS__2000____AND____39_UHR__HAS__2000____AND____103_MQB__HAS__2000____AND____142_MHE__HAS__2000
TXN_272,87_UNH,25_MTU,2000,78_DNW__HAS__2000____AND____132_NOO__HAS__2000____AND____90_JQN__HAS__2000____AND____55_GLU__HAS__2000
TXN_273,100_LNA,133_OKO,2000,118_YRC__HAS__2000____AND____69_AXX__HAS__2000____AND____71_KNE__HAS__2000____AND____60_DES__HAS__2000
TXN_274,122_BLV,64_UTW,2000,48_DOQ__HAS__2000____AND____103_MQB__HAS__2000____AND____50_WJR__HAS__2000____AND____75_FJL__HAS__2000
TXN_275,88_SXE,39_UHR,2000,98_TZA__HAS__2000____AND____74_JEM__HAS__2000____AND____68_FNN__HAS__2000____AND____69_AXX__HAS__2000
TXN_276,14_JSK,41_EFJ,2000,64_UTW__HAS__2000____AND____27_XGG__HAS__2000____AND____51_JLV__HAS__2000____AND____23_FEM__HAS__2000
TXN_277,0_JWV,149_IRS,2000,113_SOY__HAS__2000____AND____138_UBS__HAS__2000____AND____87_UNH__HAS__2000____AND____96_OFJ__HAS__2000
TXN_278,65_LSF,129_YBK,2000,119_JJD__HAS__2000____AND____9_GTN__HAS__2000____AND____90_JQN__HAS__2000____AND____65_LSF__HAS__2000
TXN_279,48_DOQ,117_IFB,2000,89_JVF__HAS__2000____AND____149_IRS__HAS__2000____AND____101_ZNV__HAS__2000____AND____79_MCW__HAS__2000
TXN_280,135_IEX,74_JEM,2000,68_FNN__HAS__2000____AND____149_IRS__HAS__2000____AND____124_SQC__HAS__2000____AND____14_JSK__HAS__2000
TXN_281,96_OFJ,40_FXB,2000,7_LSB__HAS__2000____AND____39_UHR__HAS__2000____AND____83_UZX__HAS__2000____AND____70_JAV__HAS__2000
TXN_282,28_JOP,132_NOO,2000,80_AGA__HAS__2000____AND____50_WJR__HAS__2000____AND____142_MHE__HAS__2000____AND____14_JSK__HAS__2000
TXN_283,19_RBS,108_AFM,2000,79_MCW__HAS__2000____AND____64_UTW__HAS__2000____AND____8_OJQ__HAS__2000____AND____61_KML__HAS__2000
TXN_284,112_BZY,8_OJQ,2000,54_FAC__HAS__2000____AND____120_PJV__HAS__2000____AND____56_MYD__HAS__2000____AND____81_QSZ__HAS__2000
TXN_285,139_TCF,36_KYH,2000,97_DYK__HAS__2000____AND____70_JAV__HAS__2000____AND____67_NFR__HAS__2000____AND____34_XIX__HAS__2000
TXN_286,86_HAN,47_HLR,2000,148_IJO__HAS__2000____AND____147_DPQ__HAS__2000____AND____138_UBS__HAS__2000____AND____44_OAR__HAS__2000
TXN_287,141_CBY,138_UBS,2000,92_DSS__HAS__2000____AND____95_DOS__HAS__2000____AND____9_GTN__HAS__2000____AND____30_DOB__HAS__2000
TXN_288,37_YXJ,114_HKS,2000,137_RXT__HAS__2000____AND____46_ZGB__HAS__2000____AND____3_IQZ__HAS__2000____AND____116_PBT__HAS__2000
TXN_289,43_UCQ,0_JWV,2000,81_QSZ__HAS__2000____AND____16_MLG__HAS__2000____AND____44_OAR__HAS__2000____AND____3_IQZ__HAS__2000
TXN_290,22_AYL,95_DOS,2000,142_MHE__HAS__2000____AND____72_KOR__HAS__2000____AND____137_RXT__HAS__2000____AND____35_DAX__HAS__2000
TXN_291,13_DZH,59_WYG,2000,81_QSZ__HAS__2000____AND____19_RBS__HAS__2000____AND____15_UXV__HAS__2000____AND____71_KNE__HAS__2000
TXN_292,37_YXJ,110_MQJ,2000,22_AYL__HAS__2000____AND____136_MFQ__HAS__2000____AND____107_WHJ__HAS__2000____AND____77_MDP__HAS__2000
TXN_293,64_UTW,109_TJA,2000,98_TZA__HAS__2000____AND____55_GLU__HAS__2000____AND____103_MQB__HAS__2000____AND____56_MYD__HAS__2000
TXN_294,16_MLG,122_BLV,2000,39_UHR__HAS__2000____AND____58_IEQ__HAS__2000____AND____97_DYK__HAS__2000____AND____146_ARD__HAS__2000
TXN_295,122_BLV,14_JSK,2000,73_SOR__HAS__2000____AND____132_NOO__HAS__2000____AND____78_DNW__HAS__2000____AND____98_TZA__HAS__2000
TXN_296,138_UBS,131_QFY,2000,40_FXB__HAS__2000____AND____53_ORV__HAS__2000____AND____87_UNH__HAS__2000____AND____105_JEI__HAS__2000
TXN_297,125_HCG,66_LFR,2000,82_ZHE__HAS__2000____AND____146_ARD__HAS__2000____AND____108_AFM__HAS__2000____AND____103_MQB__HAS__2000
TXN_298,91_TXH,51_JLV,2000,117_IFB__HAS__2000____AND____104_FDK__HAS__2000____AND____120_PJV__HAS__2000____AND____131_QFY__HAS__2000
TXN_299,43_UCQ,56_MYD,2000,113_SOY__HAS__2000____AND____78_DNW__HAS__2000____AND____149_IRS__HAS__2000____AND____4_KSG__HAS__2000
TXN_300,35_DAX,38_PGB,2000,14_JSK__HAS__2000____AND____134_XZN__HAS__2000____AND____84_ICV__HAS__2000____AND____92_DSS__HAS__2000
TXN_301,18_UJZ,71_KNE,2000,78_DNW__HAS__2000____AND____119_JJD__HAS__2000____AND____84_ICV__HAS__2000____AND____68_FNN__HAS__2000
TXN_302,0_JWV,119_JJD,2000,108_AFM__HAS__2000____AND____120_PJV__HAS__2000____AND____113_SOY__HAS__2000____AND____5_BVL__HAS__2000
TXN_303,70_JAV,58_IEQ,2000,50_WJR__HAS__2000____AND____9_GTN__HAS__2000____AND____105_JEI__HAS__2000____AND____74_JEM__HAS__2000
TXN_304,65_LSF,85_YTB,2000,22_AYL__HAS__2000____AND____57_RFY__HAS__2000____AND____61_KML__HAS__2000____AND____144_KHH__HAS__2000
TXN_305,104_FDK,106_FOS,2000,139_TCF__HAS__2000____AND____136_MFQ__HAS__2000____AND____65_LSF__HAS__2000____AND____70_JAV__HAS__2000
TXN_306,87_UNH,128_BPL,2000,34_XIX__HAS__2000____AND____14_JSK__HAS__2000____AND____140_LAS__HAS__2000____AND____110_MQJ__HAS__2000
TXN_307,54_FAC,27_XGG,2000,116_PBT__HAS__2000____AND____132_NOO__HAS__2000____AND____143_OFP__HAS__2000____AND____135_IEX__HAS__2000
TXN_308,48_DOQ,1_IPT,2000,74_JEM__HAS__2000____AND____19_RBS__HAS__2000____AND____76_AKV__HAS__2000____AND____102_YSD__HAS__2000
TXN_309,22_AYL,116_PBT,2000,90_JQN__HAS__2000____AND____11_ARY__HAS__2000____AND____31_SWH__HAS__2000____AND____138_UBS__HAS__2000
TXN_310,129_YBK,116_PBT,2000,51_JLV__HAS__2000____AND____139_TCF__HAS__2000____AND____20_KAH__HAS__2000____AND____47_HLR__HAS__2000
TXN_311,132_NOO,39_UHR,2000,32_ZRK__HAS__2000____AND____64_UTW__HAS__2000____AND____107_WHJ__HAS__2000____AND____134_XZN__HAS__2000
TXN_312,84_ICV,142_MHE,2000,126_VLV__HAS__2000____AND____68_FNN__HAS__2000____AND____69_AXX__HAS__2000____AND____149_IRS__HAS__2000
TXN_313,131_QFY,122_BLV,2000,82_ZHE__HAS__2000____AND____37_YXJ__HAS__2000____AND____79_MCW__HAS__2000____AND____98_TZA__HAS__2000
TXN_314,135_IEX,68_FNN,2000,55_GLU__HAS__2000____AND____145_RTF__HAS__2000____AND____86_HAN__HAS__2000____AND____49_YWS__HAS__2000
TXN_315,48_DOQ,132_NOO,2000,80_AGA__HAS__2000____AND____35_DAX__HAS__2000____AND____103_MQB__HAS__2000____AND____29_FJS__HAS__2000
TXN_316,49_YWS,39_UHR,2000,66_LFR__HAS__2000____AND____104_FDK__HAS__2000____AND____28_JOP__HAS__2000____AND____91_TXH__HAS__2000
TXN_317,27_XGG,21_IKM,2000,86_HAN__HAS__2000____AND____3_IQZ__HAS__2000____AND____0_JWV__HAS__2000____AND____113_SOY__HAS__2000
TXN_318,84_ICV,136_MFQ,2000,114_HKS__HAS__2000____AND____125_HCG__HAS__2000____AND____103_MQB__HAS__2000____AND____113_SOY__HAS__2000
TXN_319,84_ICV,14_JSK,2000,42_XEZ__HAS__2000____AND____20_KAH__HAS__2000____AND____112_BZY__HAS__2000____AND____82_ZHE__HAS__2000
TXN_320,15_UXV,47_HLR,2000,30_DOB__HAS__2000____AND____34_XIX__HAS__2000____AND____80_AGA__HAS__2000____AND____70_JAV__HAS__2000
TXN_321,9_GTN,9_GTN,2000,11_ARY__HAS__2000____AND____108_AFM__HAS__2000____AND____12_GXN__HAS__2000____AND____149_IRS__HAS__2000
TXN_322,54_FAC,122_BLV,2000,133_OKO__HAS__2000____AND____126_VLV__HAS__2000____AND____145_RTF__HAS__2000____AND____118_YRC__HAS__2000
TXN_323,142_MHE,1_IPT,2000,47_HLR__HAS__2000____AND____58_IEQ__HAS__2000____AND____100_LNA__HAS__2000____AND____12_GXN__HAS__2000
TXN_324,2_FUE,128_BPL,2000,101_ZNV__HAS__2000____AND____66_LFR__HAS__2000____AND____94_TCZ__HAS__2000____AND____38_PGB__HAS__2000
TXN_325,71_KNE,1_IPT,2000,129_YBK__HAS__2000____AND____116_PBT__HAS__2000____AND____70_JAV__HAS__2000____AND____17_ACU__HAS__2000
TXN_326,95_DOS,106_FOS,2000,29_FJS__HAS__2000____AND____5_BVL__HAS__2000____AND____39_UHR__HAS__2000____AND____123_ZOQ__HAS__2000
TXN_327,106_FOS,115_YCH,2000,127_IDC__HAS__2000____AND____25_MTU__HAS__2000____AND____31_SWH__HAS__2000____AND____18_UJZ__HAS__2000
TXN_328,109_TJA,64_UTW,2000,126_VLV__HAS__2000____AND____98_TZA__HAS__2000____AND____101_ZNV__HAS__2000____AND____148_IJO__HAS__2000
TXN_329,148_IJO,13_DZH,2000,4_KSG__HAS__2000____AND____143_OFP__HAS__2000____AND____23_FEM__HAS__2000____AND____133_OKO__HAS__2000
TXN_330,145_RTF,108_AFM,2000,147_DPQ__HAS__2000____AND____147_DPQ__HAS__2000____AND____1_IPT__HAS__2000____AND____83_UZX__HAS__2000
TXN_331,77_MDP,23_FEM,2000,28_JOP__HAS__2000____AND____83_UZX__HAS__2000____AND____14_JSK__HAS__2000____AND____19_RBS__HAS__2000
TXN_332,3_IQZ,62_AQR,2000,33_JQD__HAS__2000____AND____48_DOQ__HAS__2000____AND____50_WJR__HAS__2000____AND____55_GLU__HAS__2000
TXN_333,117_IFB,19_RBS,2000,31_SWH__HAS__2000____AND____148_IJO__HAS__2000____AND____86_HAN__HAS__2000____AND____53_ORV__HAS__2000
TXN_334,15_UXV,62_AQR,2000,76_AKV__HAS__2000____AND____50_WJR__HAS__2000____AND____7_LSB__HAS__2000____AND____47_HLR__HAS__2000
