TXN_ID,SENDER_ACCOUNT_NUMBER,RECEIVER_ACCOUNT_NUMBER,AMOUNT,CONDITIONS
TXN_168,34_PMY,37_QSW,2000,82_NPH__HAS__2000____AND____106_WQR__HAS__2000____AND____30_PDB__HAS__2000____AND____2_ZOL__HAS__2000
TXN_169,74_SFA,59_YBF,2000,137_OLZ__HAS__2000____AND____28_XCJ__HAS__2000____AND____149_GGA__HAS__2000____AND____21_YTC__HAS__2000
TXN_170,123_RZZ,16_CUR,2000,86_ZRP__HAS__2000____AND____95_BLX__HAS__2000____AND____81_QNE__HAS__2000____AND____35_DIR__HAS__2000
TXN_171,58_LQE,101_YGQ,2000,85_JYO__HAS__2000____AND____139_HDD__HAS__2000____AND____143_NQT__HAS__2000____AND____53_ZPS__HAS__2000
TXN_172,109_POA,134_WZM,2000,68_NBW__HAS__2000____AND____22_GBR__HAS__2000____AND____90_AKW__HAS__2000____AND____18_APP__HAS__2000
TXN_173,9_BRP,126_ZIL,2000,103_RQK__HAS__2000____AND____90_AKW__HAS__2000____AND____0_WFS__HAS__2000____AND____77_SZO__HAS__2000
TXN_174,4_TWD,57_DGT,2000,6_IDJ__HAS__2000____AND____23_QBP__HAS__2000____AND____113_VPM__HAS__2000____AND____80_CDB__HAS__2000
TXN_175,13_AJH,10_EBC,2000,47_DZQ__HAS__2000____AND____30_PDB__HAS__2000____AND____71_DWN__HAS__2000____AND____72_YMS__HAS__2000
TXN_176,126_ZIL,52_MUA,2000,38_RDO__HAS__2000____AND____92_YFI__HAS__2000____AND____25_CTA__HAS__2000____AND____133_TJI__HAS__2000
TXN_177,130_JES,35_DIR,2000,25_CTA__HAS__2000____AND____18_APP__HAS__2000____AND____13_AJH__HAS__2000____AND____136_SXH__HAS__2000
TXN_178,106_WQR,29_BYD,2000,92_YFI__HAS__2000____AND____115_MTS__HAS__2000____AND____49_DAQ__HAS__2000____AND____96_BJF__HAS__2000
TXN_179,148_FMN,138_ENW,2000,127_CEY__HAS__2000____AND____49_DAQ__HAS__2000____AND____104_CFN__HAS__2000____AND____66_FWF__HAS__2000
TXN_180,135_MXT,144_UDK,2000,7_QKF__HAS__2000____AND____3_DXT__HAS__2000____AND____110_UPO__HAS__2000____AND____3_DXT__HAS__2000
TXN_181,129_SEQ,113_VPM,2000,23_QBP__HAS__2000____AND____23_QBP__HAS__2000____AND____25_CTA__HAS__2000____AND____50_GYE__HAS__2000
TXN_182,134_WZM,138_ENW,2000,76_MPT__HAS__2000____AND____50_GYE__HAS__2000____AND____101_YGQ__HAS__2000____AND____15_SMM__HAS__2000
TXN_183,4_TWD,129_SEQ,2000,44_JSK__HAS__2000____AND____143_NQT__HAS__2000____AND____51_WDF__HAS__2000____AND____94_HYD__HAS__2000
TXN_184,13_AJH,137_OLZ,2000,130_JES__HAS__2000____AND____36_DHI__HAS__2000____AND____37_QSW__HAS__2000____AND____84_JJD__HAS__2000
TXN_185,73_TAK,83_DTZ,2000,132_NZQ__HAS__2000____AND____109_POA__HAS__2000____AND____97_KVE__HAS__2000____AND____138_ENW__HAS__2000
TXN_186,15_SMM,30_PDB,2000,141_COE__HAS__2000____AND____32_AXW__HAS__2000____AND____47_DZQ__HAS__2000____AND____119_JBY__HAS__2000
TXN_187,86_ZRP,94_HYD,2000,54_PAV__HAS__2000____AND____82_NPH__HAS__2000____AND____3_DXT__HAS__2000____AND____23_QBP__HAS__2000
TXN_188,24_VNG,77_SZO,2000,48_PCV__HAS__2000____AND____8_IJM__HAS__2000____AND____65_AXY__HAS__2000____AND____41_FND__HAS__2000
TXN_189,16_CUR,14_ZVJ,2000,31_YVC__HAS__2000____AND____127_CEY__HAS__2000____AND____114_JZZ__HAS__2000____AND____95_BLX__HAS__2000
TXN_190,139_HDD,52_MUA,2000,117_OCY__HAS__2000____AND____121_IRW__HAS__2000____AND____104_CFN__HAS__2000____AND____85_JYO__HAS__2000
TXN_191,61_RWB,76_MPT,2000,69_IUW__HAS__2000____AND____4_TWD__HAS__2000____AND____28_XCJ__HAS__2000____AND____35_DIR__HAS__2000
TXN_192,63_HHC,39_DTF,2000,87_KLP__HAS__2000____AND____88_TBS__HAS__2000____AND____17_YRS__HAS__2000____AND____125_MBT__HAS__2000
TXN_193,114_JZZ,140_NES,2000,100_DKE__HAS__2000____AND____81_QNE__HAS__2000____AND____44_JSK__HAS__2000____AND____2_ZOL__HAS__2000
TXN_194,87_KLP,22_GBR,2000,22_GBR__HAS__2000____AND____114_JZZ__HAS__2000____AND____107_IIN__HAS__2000____AND____21_YTC__HAS__2000
TXN_195,66_FWF,42_ZSN,2000,20_PRU__HAS__2000____AND____125_MBT__HAS__2000____AND____49_DAQ__HAS__2000____AND____112_VRU__HAS__2000
TXN_196,58_LQE,1_TQF,2000,123_RZZ__HAS__2000____AND____76_MPT__HAS__2000____AND____57_DGT__HAS__2000____AND____84_JJD__HAS__2000
TXN_197,73_TAK,90_AKW,2000,51_WDF__HAS__2000____AND____139_HDD__HAS__2000____AND____31_YVC__HAS__2000____AND____48_PCV__HAS__2000
TXN_198,110_UPO,36_DHI,2000,112_VRU__HAS__2000____AND____73_TAK__HAS__2000____AND____142_OAN__HAS__2000____AND____113_VPM__HAS__2000
TXN_199,68_NBW,11_TXW,2000,77_SZO__HAS__2000____AND____69_IUW__HAS__2000____AND____31_YVC__HAS__2000____AND____77_SZO__HAS__2000
TXN_200,125_MBT,69_IUW,2000,66_FWF__HAS__2000____AND____46_KAN__HAS__2000____AND____8_IJM__HAS__2000____AND____100_DKE__HAS__2000
TXN_201,60_EKX,1_TQF,2000,48_PCV__HAS__2000____AND____33_RKA__HAS__2000____AND____107_IIN__HAS__2000____AND____22_GBR__HAS__2000
TXN_202,70_JHD,103_RQK,2000,43_UGF__HAS__2000____AND____10_EBC__HAS__2000____AND____57_DGT__HAS__2000____AND____137_OLZ__HAS__2000
TXN_203,31_YVC,54_PAV,2000,58_LQE__HAS__2000____AND____57_DGT__HAS__2000____AND____37_QSW__HAS__2000____AND____74_SFA__HAS__2000
TXN_204,127_CEY,113_VPM,2000,93_URG__HAS__2000____AND____121_IRW__HAS__2000____AND____44_JSK__HAS__2000____AND____129_SEQ__HAS__2000
TXN_205,7_QKF,131_ZLS,2000,64_UMG__HAS__2000____AND____138_ENW__HAS__2000____AND____4_TWD__HAS__2000____AND____14_ZVJ__HAS__2000
TXN_206,70_JHD,66_FWF,2000,32_AXW__HAS__2000____AND____3_DXT__HAS__2000____AND____120_STF__HAS__2000____AND____108_PXF__HAS__2000
TXN_207,123_RZZ,5_VNK,2000,70_JHD__HAS__2000____AND____27_KOQ__HAS__2000____AND____28_XCJ__HAS__2000____AND____128_ELX__HAS__2000
TXN_208,131_ZLS,30_PDB,2000,20_PRU__HAS__2000____AND____104_CFN__HAS__2000____AND____80_CDB__HAS__2000____AND____63_HHC__HAS__2000
TXN_209,16_CUR,40_YOY,2000,99_YYQ__HAS__2000____AND____49_DAQ__HAS__2000____AND____73_TAK__HAS__2000____AND____115_MTS__HAS__2000
TXN_210,116_KGQ,45_DMY,2000,11_TXW__HAS__2000____AND____57_DGT__HAS__2000____AND____36_DHI__HAS__2000____AND____2_ZOL__HAS__2000
TXN_211,21_YTC,134_WZM,2000,77_SZO__HAS__2000____AND____91_SNW__HAS__2000____AND____141_COE__HAS__2000____AND____108_PXF__HAS__2000
TXN_212,145_FAI,11_TXW,2000,28_XCJ__HAS__2000____AND____13_AJH__HAS__2000____AND____116_KGQ__HAS__2000____AND____11_TXW__HAS__2000
TXN_213,45_DMY,87_KLP,2000,107_IIN__HAS__2000____AND____126_ZIL__HAS__2000____AND____5_VNK__HAS__2000____AND____95_BLX__HAS__2000
TXN_214,86_ZRP,89_RXH,2000,10_EBC__HAS__2000____AND____116_KGQ__HAS__2000____AND____96_BJF__HAS__2000____AND____90_AKW__HAS__2000
TXN_215,134_WZM,149_GGA,2000,73_TAK__HAS__2000____AND____114_JZZ__HAS__2000____AND____94_HYD__HAS__2000____AND____96_BJF__HAS__2000
TXN_216,140_NES,77_SZO,2000,42_ZSN__HAS__2000____AND____137_OLZ__HAS__2000____AND____78_YTI__HAS__2000____AND____149_GGA__HAS__2000
TXN_217,80_CDB,134_WZM,2000,103_RQK__HAS__2000____AND____98_UIQ__HAS__2000____AND____105_XTN__HAS__2000____AND____118_HKM__HAS__2000
TXN_218,78_YTI,96_BJF,2000,101_YGQ__HAS__2000____AND____22_GBR__HAS__2000____AND____49_DAQ__HAS__2000____AND____134_WZM__HAS__2000
TXN_219,58_LQE,65_AXY,2000,69_IUW__HAS__2000____AND____65_AXY__HAS__2000____AND____61_RWB__HAS__2000____AND____133_TJI__HAS__2000
TXN_220,114_JZZ,41_FND,2000,57_DGT__HAS__2000____AND____22_GBR__HAS__2000____AND____28_XCJ__HAS__2000____AND____55_JJZ__HAS__2000
TXN_221,132_NZQ,96_BJF,2000,10_EBC__HAS__2000____AND____44_JSK__HAS__2000____AND____74_SFA__HAS__2000____AND____12_TKT__HAS__2000
TXN_222,148_FMN,126_ZIL,2000,122_GPD__HAS__2000____AND____57_DGT__HAS__2000____AND____130_JES__HAS__2000____AND____83_DTZ__HAS__2000
TXN_223,50_GYE,94_HYD,2000,77_SZO__HAS__2000____AND____2_ZOL__HAS__2000____AND____82_NPH__HAS__2000____AND____87_KLP__HAS__2000
TXN_224,22_GBR,18_APP,2000,61_RWB__HAS__2000____AND____53_ZPS__HAS__2000____AND____54_PAV__HAS__2000____AND____11_TXW__HAS__2000
TXN_225,102_GOB,105_XTN,2000,90_AKW__HAS__2000____AND____130_JES__HAS__2000____AND____102_GOB__HAS__2000____AND____136_SXH__HAS__2000
TXN_226,131_ZLS,132_NZQ,2000,118_HKM__HAS__2000____AND____55_JJZ__HAS__2000____AND____133_TJI__HAS__2000____AND____49_DAQ__HAS__2000
TXN_227,61_RWB,115_MTS,2000,30_PDB__HAS__2000____AND____25_CTA__HAS__2000____AND____129_SEQ__HAS__2000____AND____17_YRS__HAS__2000
TXN_228,20_PRU,57_DGT,2000,0_WFS__HAS__2000____AND____42_ZSN__HAS__2000____AND____17_YRS__HAS__2000____AND____82_NPH__HAS__2000
TXN_229,106_WQR,55_JJZ,2000,5_VNK__HAS__2000____AND____90_AKW__HAS__2000____AND____15_SMM__HAS__2000____AND____20_PRU__HAS__2000
TXN_230,22_GBR,101_YGQ,2000,44_JSK__HAS__2000____AND____85_JYO__HAS__2000____AND____108_PXF__HAS__2000____AND____130_JES__HAS__2000
TXN_231,30_PDB,63_HHC,2000,70_JHD__HAS__2000____AND____50_GYE__HAS__2000____AND____122_GPD__HAS__2000____AND____55_JJZ__HAS__2000
TXN_232,88_TBS,73_TAK,2000,111_IST__HAS__2000____AND____31_YVC__HAS__2000____AND____112_VRU__HAS__2000____AND____138_ENW__HAS__2000
TXN_233,29_BYD,63_HHC,2000,103_RQK__HAS__2000____AND____76_MPT__HAS__2000____AND____62_PRC__HAS__2000____AND____75_OGV__HAS__2000
TXN_234,133_TJI,41_FND,2000,95_BLX__HAS__2000____AND____145_FAI__HAS__2000____AND____136_SXH__HAS__2000____AND____101_YGQ__HAS__2000
TXN_235,63_HHC,89_RXH,2000,120_STF__HAS__2000____AND____62_PRC__HAS__2000____AND____29_BYD__HAS__2000____AND____5_VNK__HAS__2000
TXN_236,132_NZQ,50_GYE,2000,64_UMG__HAS__2000____AND____16_CUR__HAS__2000____AND____13_AJH__HAS__2000____AND____5_VNK__HAS__2000
TXN_237,114_JZZ,18_APP,2000,130_JES__HAS__2000____AND____97_KVE__HAS__2000____AND____10_EBC__HAS__2000____AND____85_JYO__HAS__2000
TXN_238,19_NLT,92_YFI,2000,56_PUN__HAS__2000____AND____50_GYE__HAS__2000____AND____79_PUM__HAS__2000____AND____96_BJF__HAS__2000
TXN_239,25_CTA,55_JJZ,2000,145_FAI__HAS__2000____AND____117_OCY__HAS__2000____AND____107_IIN__HAS__2000____AND____96_BJF__HAS__2000
TXN_240,96_BJF,56_PUN,2000,73_TAK__HAS__2000____AND____103_RQK__HAS__2000____AND____2_ZOL__HAS__2000____AND____141_COE__HAS__2000
TXN_241,105_XTN,9_BRP,2000,72_YMS__HAS__2000____AND____80_CDB__HAS__2000____AND____77_SZO__HAS__2000____AND____132_NZQ__HAS__2000
TXN_242,15_SMM,86_ZRP,2000,149_GGA__HAS__2000____AND____105_XTN__HAS__2000____AND____104_CFN__HAS__2000____AND____44_JSK__HAS__2000
TXN_243,52_MUA,50_GYE,2000,81_QNE__HAS__2000____AND____44_JSK__HAS__2000____AND____4_TWD__HAS__2000____AND____1_TQF__HAS__2000
TXN_244,11_TXW,98_UIQ,2000,71_DWN__HAS__2000____AND____94_HYD__HAS__2000____AND____130_JES__HAS__2000____AND____132_NZQ__HAS__2000
TXN_245,108_PXF,119_JBY,2000,13_AJH__HAS__2000____AND____15_SMM__HAS__2000____AND____15_SMM__HAS__2000____AND____82_NPH__HAS__2000
TXN_246,99_YYQ,123_RZZ,2000,116_KGQ__HAS__2000____AND____19_NLT__HAS__2000____AND____101_YGQ__HAS__2000____AND____88_TBS__HAS__2000
TXN_247,47_DZQ,73_TAK,2000,63_HHC__HAS__2000____AND____92_YFI__HAS__2000____AND____83_DTZ__HAS__2000____AND____139_HDD__HAS__2000
TXN_248,11_TXW,106_WQR,2000,129_SEQ__HAS__2000____AND____16_CUR__HAS__2000____AND____62_PRC__HAS__2000____AND____95_BLX__HAS__2000
TXN_249,97_KVE,56_PUN,2000,51_WDF__HAS__2000____AND____94_HYD__HAS__2000____AND____7_QKF__HAS__2000____AND____5_VNK__HAS__2000
TXN_250,112_VRU,117_OCY,2000,121_IRW__HAS__2000____AND____32_AXW__HAS__2000____AND____21_YTC__HAS__2000____AND____27_KOQ__HAS__2000
TXN_251,122_GPD,21_YTC,2000,48_PCV__HAS__2000____AND____79_PUM__HAS__2000____AND____129_SEQ__HAS__2000____AND____135_MXT__HAS__2000
TXN_252,136_SXH,7_QKF,2000,36_DHI__HAS__2000____AND____20_PRU__HAS__2000____AND____91_SNW__HAS__2000____AND____59_YBF__HAS__2000
TXN_253,118_HKM,83_DTZ,2000,46_KAN__HAS__2000____AND____45_DMY__HAS__2000____AND____95_BLX__HAS__2000____AND____116_KGQ__HAS__2000
TXN_254,131_ZLS,133_TJI,2000,80_CDB__HAS__2000____AND____84_JJD__HAS__2000____AND____85_JYO__HAS__2000____AND____145_FAI__HAS__2000
TXN_255,86_ZRP,66_FWF,2000,114_JZZ__HAS__2000____AND____143_NQT__HAS__2000____AND____53_ZPS__HAS__2000____AND____120_STF__HAS__2000
TXN_256,115_MTS,109_POA,2000,64_UMG__HAS__2000____AND____119_JBY__HAS__2000____AND____17_YRS__HAS__2000____AND____85_JYO__HAS__2000
TXN_257,135_MXT,101_YGQ,2000,103_RQK__HAS__2000____AND____121_IRW__HAS__2000____AND____139_HDD__HAS__2000____AND____10_EBC__HAS__2000
TXN_258,82_NPH,94_HYD,2000,97_KVE__HAS__2000____AND____41_FND__HAS__2000____AND____34_PMY__HAS__2000____AND____103_RQK__HAS__2000
TXN_259,23_QBP,30_PDB,2000,49_DAQ__HAS__2000____AND____28_XCJ__HAS__2000____AND____131_ZLS__HAS__2000____AND____61_RWB__HAS__2000
TXN_260,132_NZQ,118_HKM,2000,47_DZQ__HAS__2000____AND____73_TAK__HAS__2000____AND____128_ELX__HAS__2000____AND____9_BRP__HAS__2000
TXN_261,62_PRC,91_SNW,2000,82_NPH__HAS__2000____AND____127_CEY__HAS__2000____AND____54_PAV__HAS__2000____AND____124_LYI__HAS__2000
TXN_262,68_NBW,70_JHD,2000,145_FAI__HAS__2000____AND____82_NPH__HAS__2000____AND____23_QBP__HAS__2000____AND____96_BJF__HAS__2000
TXN_263,53_ZPS,112_VRU,2000,35_DIR__HAS__2000____AND____92_YFI__HAS__2000____AND____87_KLP__HAS__2000____AND____60_EKX__HAS__2000
TXN_264,48_PCV,101_YGQ,2000,82_NPH__HAS__2000____AND____137_OLZ__HAS__2000____AND____55_JJZ__HAS__2000____AND____123_RZZ__HAS__2000
TXN_265,89_RXH,88_TBS,2000,19_NLT__HAS__2000____AND____35_DIR__HAS__2000____AND____44_JSK__HAS__2000____AND____22_GBR__HAS__2000
TXN_266,77_SZO,118_HKM,2000,74_SFA__HAS__2000____AND____97_KVE__HAS__2000____AND____146_GSO__HAS__2000____AND____56_PUN__HAS__2000
TXN_267,79_PUM,30_PDB,2000,133_TJI__HAS__2000____AND____111_IST__HAS__2000____AND____69_IUW__HAS__2000____AND____10_EBC__HAS__2000
TXN_268,70_JHD,148_FMN,2000,15_SMM__HAS__2000____AND____3_DXT__HAS__2000____AND____27_KOQ__HAS__2000____AND____43_UGF__HAS__2000
TXN_269,60_EKX,80_CDB,2000,104_CFN__HAS__2000____AND____32_AXW__HAS__2000____AND____108_PXF__HAS__2000____AND____63_HHC__HAS__2000
TXN_270,58_LQE,92_YFI,2000,93_URG__HAS__2000____AND____0_WFS__HAS__2000____AND____145_FAI__HAS__2000____AND____27_KOQ__HAS__2000
TXN_271,35_DIR,39_DTF,2000,123_RZZ__HAS__2000____AND____96_BJF__HAS__2000____AND____49_DAQ__HAS__2000____AND____43_UGF__HAS__2000
TXN_272,65_AXY,86_ZRP,2000,129_SEQ__HAS__2000____AND____130_JES__HAS__2000____AND____77_SZO__HAS__2000____AND____132_NZQ__HAS__2000
TXN_273,63_HHC,94_HYD,2000,145_FAI__HAS__2000____AND____128_ELX__HAS__2000____AND____112_VRU__HAS__2000____AND____16_CUR__HAS__2000
TXN_274,39_DTF,71_DWN,2000,143_NQT__HAS__2000____AND____26_LGB__HAS__2000____AND____143_NQT__HAS__2000____AND____135_MXT__HAS__2000
TXN_275,129_SEQ,80_CDB,2000,104_CFN__HAS__2000____AND____40_YOY__HAS__2000____AND____13_AJH__HAS__2000____AND____33_RKA__HAS__2000
TXN_276,149_GGA,53_ZPS,2000,25_CTA__HAS__2000____AND____79_PUM__HAS__2000____AND____93_URG__HAS__2000____AND____113_VPM__HAS__2000
TXN_277,14_ZVJ,123_RZZ,2000,104_CFN__HAS__2000____AND____131_ZLS__HAS__2000____AND____14_ZVJ__HAS__2000____AND____9_BRP__HAS__2000
TXN_278,25_CTA,81_QNE,2000,100_DKE__HAS__2000____AND____131_ZLS__HAS__2000____AND____42_ZSN__HAS__2000____AND____77_SZO__HAS__2000
TXN_279,91_SNW,127_CEY,2000,96_BJF__HAS__2000____AND____84_JJD__HAS__2000____AND____27_KOQ__HAS__2000____AND____23_QBP__HAS__2000
TXN_280,144_UDK,104_CFN,2000,20_PRU__HAS__2000____AND____122_GPD__HAS__2000____AND____72_YMS__HAS__2000____AND____79_PUM__HAS__2000
TXN_281,16_CUR,11_TXW,2000,132_NZQ__HAS__2000____AND____132_NZQ__HAS__2000____AND____77_SZO__HAS__2000____AND____5_VNK__HAS__2000
TXN_282,134_WZM,12_TKT,2000,48_PCV__HAS__2000____AND____36_DHI__HAS__2000____AND____77_SZO__HAS__2000____AND____58_LQE__HAS__2000
TXN_283,63_HHC,100_DKE,2000,7_QKF__HAS__2000____AND____76_MPT__HAS__2000____AND____52_MUA__HAS__2000____AND____68_NBW__HAS__2000
TXN_284,98_UIQ,129_SEQ,2000,26_LGB__HAS__2000____AND____110_UPO__HAS__2000____AND____120_STF__HAS__2000____AND____76_MPT__HAS__2000
TXN_285,35_DIR,36_DHI,2000,61_RWB__HAS__2000____AND____114_JZZ__HAS__2000____AND____48_PCV__HAS__2000____AND____70_JHD__HAS__2000
TXN_286,49_DAQ,128_ELX,2000,92_YFI__HAS__2000____AND____11_TXW__HAS__2000____AND____17_YRS__HAS__2000____AND____90_AKW__HAS__2000
TXN_287,119_JBY,134_WZM,2000,70_JHD__HAS__2000____AND____66_FWF__HAS__2000____AND____79_PUM__HAS__2000____AND____34_PMY__HAS__2000
TXN_288,116_KGQ,43_UGF,2000,48_PCV__HAS__2000____AND____29_BYD__HAS__2000____AND____104_CFN__HAS__2000____AND____47_DZQ__HAS__2000
TXN_289,104_CFN,70_JHD,2000,78_YTI__HAS__2000____AND____9_BRP__HAS__2000____AND____81_QNE__HAS__2000____AND____35_DIR__HAS__2000
TXN_290,63_HHC,132_NZQ,2000,56_PUN__HAS__2000____AND____11_TXW__HAS__2000____AND____84_JJD__HAS__2000____AND____88_TBS__HAS__2000
TXN_291,31_YVC,64_UMG,2000,121_IRW__HAS__2000____AND____84_JJD__HAS__2000____AND____119_JBY__HAS__2000____AND____13_AJH__HAS__2000
TXN_292,9_BRP,46_KAN,2000,114_JZZ__HAS__2000____AND____46_KAN__HAS__2000____AND____73_TAK__HAS__2000____AND____57_DGT__HAS__2000
TXN_293,108_PXF,0_WFS,2000,48_PCV__HAS__2000____AND____42_ZSN__HAS__2000____AND____27_KOQ__HAS__2000____AND____67_XPC__HAS__2000
TXN_294,57_DGT,79_PUM,2000,0_WFS__HAS__2000____AND____108_PXF__HAS__2000____AND____76_MPT__HAS__2000____AND____97_KVE__HAS__2000
TXN_295,41_FND,93_URG,2000,49_DAQ__HAS__2000____AND____69_IUW__HAS__2000____AND____102_GOB__HAS__2000____AND____13_AJH__HAS__2000
TXN_296,10_EBC,125_MBT,2000,138_ENW__HAS__2000____AND____54_PAV__HAS__2000____AND____149_GGA__HAS__2000____AND____146_GSO__HAS__2000
TXN_297,60_EKX,143_NQT,2000,117_OCY__HAS__2000____AND____114_JZZ__HAS__2000____AND____141_COE__HAS__2000____AND____18_APP__HAS__2000
TXN_298,0_WFS,74_SFA,2000,71_DWN__HAS__2000____AND____54_PAV__HAS__2000____AND____98_UIQ__HAS__2000____AND____134_WZM__HAS__2000
TXN_299,2_ZOL,133_TJI,2000,115_MTS__HAS__2000____AND____109_POA__HAS__2000____AND____26_LGB__HAS__2000____AND____56_PUN__HAS__2000
TXN_300,68_NBW,89_RXH,2000,49_DAQ__HAS__2000____AND____86_ZRP__HAS__2000____AND____30_PDB__HAS__2000____AND____40_YOY__HAS__2000
TXN_301,133_TJI,66_FWF,2000,44_JSK__HAS__2000____AND____2_ZOL__HAS__2000____AND____125_MBT__HAS__2000____AND____132_NZQ__HAS__2000
TXN_302,89_RXH,14_ZVJ,2000,83_DTZ__HAS__2000____AND____135_MXT__HAS__2000____AND____21_YTC__HAS__2000____AND____47_DZQ__HAS__2000
TXN_303,57_DGT,85_JYO,2000,33_RKA__HAS__2000____AND____66_FWF__HAS__2000____AND____137_OLZ__HAS__2000____AND____147_KLT__HAS__2000
TXN_304,60_EKX,36_DHI,2000,32_AXW__HAS__2000____AND____37_QSW__HAS__2000____AND____92_YFI__HAS__2000____AND____65_AXY__HAS__2000
TXN_305,124_LYI,131_ZLS,2000,101_YGQ__HAS__2000____AND____47_DZQ__HAS__2000____AND____139_HDD__HAS__2000____AND____46_KAN__HAS__2000
TXN_306,140_NES,106_WQR,2000,0_WFS__HAS__2000____AND____69_IUW__HAS__2000____AND____64_UMG__HAS__2000____AND____32_AXW__HAS__2000
TXN_307,49_DAQ,122_GPD,2000,47_DZQ__HAS__2000____AND____8_IJM__HAS__2000____AND____12_TKT__HAS__2000____AND____92_YFI__HAS__2000
TXN_308,37_QSW,82_NPH,2000,124_LYI__HAS__2000____AND____30_PDB__HAS__2000____AND____109_POA__HAS__2000____AND____6_IDJ__HAS__2000
TXN_309,42_ZSN,40_YOY,2000,86_ZRP__HAS__2000____AND____30_PDB__HAS__2000____AND____106_WQR__HAS__2000____AND____93_URG__HAS__2000
TXN_310,84_JJD,71_DWN,2000,133_TJI__HAS__2000____AND____111_IST__HAS__2000____AND____106_WQR__HAS__2000____AND____96_BJF__HAS__2000
TXN_311,66_FWF,132_NZQ,2000,68_NBW__HAS__2000____AND____143_NQT__HAS__2000____AND____27_KOQ__HAS__2000____AND____17_YRS__HAS__2000
TXN_312,88_TBS,138_ENW,2000,37_QSW__HAS__2000____AND____126_ZIL__HAS__2000____AND____126_ZIL__HAS__2000____AND____66_FWF__HAS__2000
TXN_313,84_JJD,100_DKE,2000,30_PDB__HAS__2000____AND____58_LQE__HAS__2000____AND____19_NLT__HAS__2000____AND____69_IUW__HAS__2000
TXN_314,86_ZRP,90_AKW,2000,50_GYE__HAS__2000____AND____18_APP__HAS__2000____AND____87_KLP__HAS__2000____AND____63_HHC__HAS__2000
TXN_315,146_GSO,104_CFN,2000,87_KLP__HAS__2000____AND____11_TXW__HAS__2000____AND____46_KAN__HAS__2000____AND____43_UGF__HAS__2000
TXN_316,71_DWN,121_IRW,2000,59_YBF__HAS__2000____AND____116_KGQ__HAS__2000____AND____92_YFI__HAS__2000____AND____34_PMY__HAS__2000
TXN_317,77_SZO,74_SFA,2000,63_HHC__HAS__2000____AND____110_UPO__HAS__2000____AND____133_TJI__HAS__2000____AND____97_KVE__HAS__2000
TXN_318,16_CUR,79_PUM,2000,59_YBF__HAS__2000____AND____92_YFI__HAS__2000____AND____31_YVC__HAS__2000____AND____4_TWD__HAS__2000
TXN_319,41_FND,22_GBR,2000,41_FND__HAS__2000____AND____1_TQF__HAS__2000____AND____19_NLT__HAS__2000____AND____18_APP__HAS__2000
TXN_320,71_DWN,77_SZO,2000,80_CDB__HAS__2000____AND____41_FND__HAS__2000____AND____123_RZZ__HAS__2000____AND____2_ZOL__HAS__2000
TXN_321,97_KVE,89_RXH,2000,127_CEY__HAS__2000____AND____96_BJF__HAS__2000____AND____9_BRP__HAS__2000____AND____34_PMY__HAS__2000
TXN_322,125_MBT,52_MUA,2000,93_URG__HAS__2000____AND____106_WQR__HAS__2000____AND____105_XTN__HAS__2000____AND____105_XTN__HAS__2000
TXN_323,33_RKA,66_FWF,2000,51_WDF__HAS__2000____AND____62_PRC__HAS__2000____AND____73_TAK__HAS__2000____AND____77_SZO__HAS__2000
TXN_324,123_RZZ,91_SNW,2000,60_EKX__HAS__2000____AND____33_RKA__HAS__2000____AND____93_URG__HAS__2000____AND____142_OAN__HAS__2000
TXN_325,103_RQK,104_CFN,2000,4_TWD__HAS__2000____AND____7_QKF__HAS__2000____AND____111_IST__HAS__2000____AND____33_RKA__HAS__2000
TXN_326,3_DXT,32_AXW,2000,92_YFI__HAS__2000____AND____148_FMN__HAS__2000____AND____67_XPC__HAS__2000____AND____10_EBC__HAS__2000
TXN_327,13_AJH,77_SZO,2000,105_XTN__HAS__2000____AND____105_XTN__HAS__2000____AND____12_TKT__HAS__2000____AND____148_FMN__HAS__2000
TXN_328,84_JJD,14_ZVJ,2000,34_PMY__HAS__2000____AND____13_AJH__HAS__2000____AND____146_GSO__HAS__2000____AND____110_UPO__HAS__2000
TXN_329,43_UGF,106_WQR,2000,142_OAN__HAS__2000____AND____77_SZO__HAS__2000____AND____62_PRC__HAS__2000____AND____23_QBP__HAS__2000
TXN_330,141_COE,129_SEQ,2000,108_PXF__HAS__2000____AND____55_JJZ__HAS__2000____AND____31_YVC__HAS__2000____AND____99_YYQ__HAS__2000
TXN_331,101_YGQ,123_RZZ,2000,40_YOY__HAS__2000____AND____127_CEY__HAS__2000____AND____91_SNW__HAS__2000____AND____145_FAI__HAS__2000
TXN_332,24_VNG,85_JYO,2000,142_OAN__HAS__2000____AND____117_OCY__HAS__2000____AND____82_NPH__HAS__2000____AND____18_APP__HAS__2000
TXN_333,34_PMY,142_OAN,2000,52_MUA__HAS__2000____AND____90_AKW__HAS__2000____AND____70_JHD__HAS__2000____AND____4_TWD__HAS__2000
TXN_334,139_HDD,139_HDD,2000,126_ZIL__HAS__2000____AND____23_QBP__HAS__2000____AND____43_UGF__HAS__2000____AND____10_EBC__HAS__2000
TXN_335,14_ZVJ,111_IST,2000,22_GBR__HAS__2000____AND____91_SNW__HAS__2000____AND____67_XPC__HAS__2000____AND____41_FND__HAS__2000
